모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급,,행 레이블,평균 : 복합_연비,
Mercedes-Benz EQA250,벤츠,승용차,다목적형,전기(MCT),전기,,없음,0,4.00 ,4등급,TRUE,,,
Mercedes-Benz GLC300 e 4MATIC Coupe,벤츠,승용차,다목적형,PHEV,전기+휘발유,1991,자동9,55,2.7 / 9.4,PHEV,,,,
Mercedes-Benz GLB250 4MATIC(5seater),벤츠,승용차,다목적형,내연기관,휘발유,1991,자동8,172,9.90 ,4등급,TRUE,,,
Q3 35 TDI,아우디,승용차,다목적형,내연기관,경유,1968,자동7,128,14.80 ,2등급,TRUE,,,
카이엔 터보 COUPE (5인승),포르쉐,승용차,다목적형,내연기관,휘발유,3996,자동8,270,6.50 ,5등급,TRUE,,,
카이엔 터보 GT,포르쉐,승용차,다목적형,내연기관,휘발유,3996,자동8,270,6.50 ,5등급,TRUE,,,
카이엔,포르쉐,승용차,다목적형,내연기관,휘발유,2995,자동8,242,7.20 ,5등급,TRUE,,,
카이엔 COUPE,포르쉐,승용차,다목적형,내연기관,휘발유,2995,자동8,242,7.20 ,5등급,TRUE,,,
카이엔 COUPE (5인승),포르쉐,승용차,다목적형,내연기관,휘발유,2995,자동8,242,7.20 ,5등급,TRUE,,,
페라리 812 Competizione,페라리,승용차,일반형,내연기관,휘발유,6496,자동7,319,5.60 ,5등급,TRUE,,,
볼보 V90CCB5 AWD,볼보,승용차,다목적형,하이브리드,휘발유,1969,자동8,160,10.60 ,4등급,TRUE,,,
볼보 V60CCB5 AWD,볼보,승용차,다목적형,하이브리드,휘발유,1969,자동8,171,9.90 ,4등급,TRUE,,,
볼보 XC40B4 AWD,볼보,승용차,다목적형,하이브리드,휘발유,1969,자동8,169,10.10 ,4등급,TRUE,,,
볼보 XC60B5 AWD,볼보,승용차,다목적형,하이브리드,휘발유,1969,자동8,180,9.50 ,4등급,TRUE,,,
Mercedes-Benz GLB250 4MATIC,벤츠,승용차,다목적형,내연기관,휘발유,1991,자동8,172,9.90 ,4등급,TRUE,,,
"Mercedes-Benz GLC300 e 4MATIC	",벤츠,승용차,다목적형,PHEV,전기+휘발유,1991,자동9,62,2.5 / 9.1,PHEV,,,,
Q3 Sportback 35 TDI,아우디,승용차,다목적형,내연기관,경유,1968,자동7,128,14.80 ,2등급,TRUE,,,
렉서스 UX300e,토요타,승용차,다목적형,전기(MCT),전기,,없음,0,4.70 ,3등급,TRUE,,,
Mercedes-Benz EQS450 +,벤츠,승용차,일반형,전기(MCT),전기,,없음,0,3.80 ,4등급,TRUE,,,
Mercedes-Benz GLC300 4MATIC Coupe,벤츠,승용차,다목적형,내연기관,휘발유,1991,자동9,185,9.20 ,5등급,TRUE,,,
Mercedes-Benz GLC300 4MATIC,벤츠,승용차,다목적형,내연기관,휘발유,1991,자동9,201,8.50 ,5등급,TRUE,,,
Mercedes-AMG GLB35 4MATIC,벤츠,승용차,다목적형,내연기관,휘발유,1991,자동8,191,9.00 ,5등급,TRUE,,,
BMW iX xDrive50,BMW,승용차,다목적형,전기(MCT),전기,,없음,0,3.60 ,4등급,TRUE,,,
Peugeot 3008 1.2 Puretech,PSA Automobiles,승용차,다목적형,내연기관,휘발유,1199,자동8,134,12.20 ,3등급,TRUE,,,
CHEVROLET EQUINOX AWD,GM,승용차,다목적형,내연기관,휘발유,1490,자동6,156,10.60 ,4등급,TRUE,,,
CHEVROLET EQUINOX FWD,GM,승용차,다목적형,내연기관,휘발유,1490,자동6,143,11.50 ,4등급,TRUE,,,
Passat GT 2.0TDI 4Motion,폭스바겐,승용차,일반형,내연기관,경유,1968,자동7,133,14.30 ,2등급,TRUE,,,
911 터보 S (2인승),포르쉐,승용차,일반형,내연기관,휘발유,3745,자동8,257,6.80 ,5등급,TRUE,,,
BMW 420i Gran Coupe,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,150,11.20 ,4등급,TRUE,,,
BMW X4 M Competition,BMW,승용차,다목적형,내연기관,휘발유,2993,자동8,222,7.80 ,5등급,TRUE,,,
BMW X3 M Competition,BMW,승용차,다목적형,내연기관,휘발유,2993,자동8,224,7.70 ,5등급,TRUE,,,
"Mercedes-Benz E300 d 4MATIC Coupe	",벤츠,승용차,일반형,하이브리드,경유,1993,자동9,142,13.40 ,3등급,TRUE,,,
재규어 F-PACE P250,재규어,승용차,다목적형,내연기관,휘발유,1997,자동8,197,8.60 ,5등급,TRUE,,,
마세라티 MC20,마세라티,승용차,일반형,내연기관,휘발유,2992,자동8,239,7.00 ,5등급,TRUE,,,
플러스2.0(카고),(주) 한신자동차,화물차,일반형,전기(MCT),전기,,없음,0,2.50 ,5등급,TRUE,,,
BMW iX xDrive40,BMW,승용차,다목적형,전기(MCT),전기,,없음,0,3.90 ,4등급,TRUE,,,
코란도 e-motion 2WD Non Heat Pump,케이지모빌리티,승용차,기타형,전기(MCT),전기,,없음,0,4.90 ,3등급,TRUE,,,
"Mercedes-Benz CLS300 d 4MATIC	",벤츠,승용차,일반형,하이브리드,경유,1993,자동9,137,13.90 ,2등급,TRUE,,,
Mercedes-Maybach S580 4MATIC (4Seater),벤츠,승용차,일반형,하이브리드,휘발유,3982,자동9,238,7.30 ,5등급,TRUE,,,
Rolls Royce Ghost Black Badge,롤스로이스,승용차,일반형,내연기관,휘발유,6749,자동8,315,5.60 ,5등급,TRUE,,,
스포티지 1.6T-GDI 하이브리드 4WD 6AT (빌트인캠),기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,110,14.80 ,2등급,TRUE,,,
스포티지 1.6T-GDI 하이브리드 4WD 6AT,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,107,15.20 ,2등급,TRUE,,,
GV80(22MY) 3.0디젤 AWD 5인 19인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,179,10.90 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 AWD 6인 19인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,179,10.90 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 AWD 7인 19인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,179,10.90 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 AWD 6인 22인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,188,10.40 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 AWD 7인 22인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,188,10.40 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 AWD 6인 20인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 AWD 7인 20인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 AWD 5인 20인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 AWD 5인 22인치타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,184,10.60 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 2WD 5인 19인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,164,11.80 ,3등급,TRUE,,,
GV80(22MY) 3.0디젤 2WD 5인 20인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,167,11.60 ,3등급,TRUE,,,
GV80(22MY) 3.0디젤 2WD 5인 22인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,167,11.60 ,3등급,TRUE,,,
GV80(22MY) 3.0디젤 2WD 6인 19인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 2WD 6인 20인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 2WD 6인 22인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 2WD 7인 19인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 2WD 7인 20인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80(22MY) 3.0디젤 2WD 7인 22인치 타이어,현대,승용차,다목적형,내연기관,경유,2996,자동8,173,11.20 ,4등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,199,8.60 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,199,8.60 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 5인 19인치타이어(빌트인캠),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,194,8.80 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 6인 19인치타이어(빌트인캠),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,194,8.80 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 7인 19인치타이어(빌트인캠),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,194,8.80 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 5인 19인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,190,9.00 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 6인 19인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,190,9.00 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 7인 19인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,190,9.00 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 6인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,202,8.50 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 6인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,202,8.50 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,202,8.50 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI AWD 7인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,202,8.50 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 5인승 19인치 타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,175,9.70 ,4등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 5인 19인치타이어(빌트인캠),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,179,9.50 ,4등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 6인 19인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,183,9.30 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 7인 19인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,183,9.30 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 6인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 6인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80(22MY) 2.5T-GDI 2WD 7인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,188,9.10 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI AWD 5인 20인치타이어(빌트인캠),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI AWD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI AWD 6인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI AWD 6인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI AWD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI AWD 7인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,221,7.80 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI AWD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,215,8.00 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI 2WD 5인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,199,8.60 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI 2WD 5인 20인치타이어(빌트인캠),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.40 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI 2WD 6인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.40 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI 2WD 7인 20인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.40 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI 2WD 5인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,205,8.40 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI 2WD 6인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,210,8.20 ,5등급,TRUE,,,
GV80(22MY) 3.5T-GDI 2WD 7인 22인치타이어,현대,승용차,다목적형,내연기관,휘발유,3470,자동8,210,8.20 ,5등급,TRUE,,,
BMW X3 xDrive30e,BMW,승용차,다목적형,PHEV,전기+휘발유,1998,자동8,61,2.6 / 9.6,PHEV,,,,
BMW X4 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,156,12.30 ,3등급,TRUE,,,
BMW X3 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,157,12.20 ,3등급,TRUE,,,
BMW X4 M40i,BMW,승용차,다목적형,내연기관,휘발유,2998,자동8,200,8.50 ,5등급,TRUE,,,
BMW X3 M40i,BMW,승용차,다목적형,내연기관,휘발유,2998,자동8,186,9.20 ,5등급,TRUE,,,
Mercedes-Benz GLA250 4MATIC,벤츠,승용차,다목적형,내연기관,휘발유,1991,자동8,165,10.30 ,4등급,TRUE,,,
RS e-tron GT,아우디,승용차,일반형,전기(MCT),전기,,없음,0,3.40 ,4등급,TRUE,,,
e-tron GT quattro,아우디,승용차,일반형,전기(MCT),전기,,없음,0,3.70 ,4등급,TRUE,,,
911 카레라 GTS (2인승),포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.10 ,5등급,TRUE,,,
911 카레라 GTS,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.10 ,5등급,TRUE,,,
911 카레라 GTS (2인승),포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.10 ,5등급,TRUE,,,
911 카레라 GTS,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.10 ,5등급,TRUE,,,
911 카레라 GTS 카브리올레,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.10 ,5등급,TRUE,,,
911 GT3,포르쉐,승용차,일반형,내연기관,휘발유,3996,자동7,271,6.50 ,5등급,TRUE,,,
911 카레라 4 GTS (2인승),포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,222,7.90 ,5등급,TRUE,,,
911 카레라 4 GTS,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,222,7.90 ,5등급,TRUE,,,
911 카레라 4 GTS 카브리올레,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,222,7.90 ,5등급,TRUE,,,
쏘나타(DN8) 2.0CVVL 17인치 non-ISG,현대,승용차,일반형,내연기관,휘발유,1999,자동6,135,12.40 ,3등급,TRUE,,,
EV6 기본형 4WD 19인치,기아,승용차,다목적형,전기(MCT),전기,,없음,0,5.30 ,2등급,TRUE,,,
GV60 4WD 19인치,현대,승용차,다목적형,전기(MCT),전기,,없음,0,4.50 ,3등급,TRUE,,,
GV60 4WD 20인치,현대,승용차,다목적형,전기(MCT),전기,,없음,0,4.30 ,3등급,TRUE,,,
Rolls Royce Ghost Black Badge,롤스로이스,승용차,일반형,내연기관,휘발유,6749,자동8,315,5.60 ,5등급,TRUE,,,
BMW X4 xDrive20i,BMW,승용차,다목적형,내연기관,휘발유,1998,자동8,172,9.90 ,4등급,TRUE,,,
BMW X3 xDrive20i,BMW,승용차,다목적형,내연기관,휘발유,1998,자동8,173,9.80 ,4등급,TRUE,,,
BMW M240i xDrive,BMW,승용차,일반형,내연기관,휘발유,2998,자동8,177,9.60 ,4등급,TRUE,,,
Mercedes-Benz A250 4MATIC,벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,151,11.20 ,4등급,TRUE,,,
렉서스 ES300h,토요타,승용차,일반형,하이브리드,휘발유,2487,무단변속,91,17.20 ,1등급,TRUE,,,
Mercedes-Benz A220 Sedan,벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,145,11.70 ,3등급,TRUE,,,
911 타르가 4 GTS,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,222,7.90 ,5등급,TRUE,,,
911 카레라 GTS 카브리올레,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.10 ,5등급,TRUE,,,
911 GT3,포르쉐,승용차,일반형,내연기관,휘발유,3996,자동7,271,6.50 ,5등급,TRUE,,,
BMW 320d(MY22),BMW,승용차,일반형,내연기관,경유,1995,자동8,125,15.10 ,2등급,TRUE,,,
캐스퍼 1.0 가솔린 15인치타이어,현대,승용차,일반형,내연기관,휘발유,998,자동4,115,14.30 ,경형,TRUE,,,
캐스퍼 1.0 가솔린 17인치타이어,현대,승용차,일반형,내연기관,휘발유,998,자동4,119,13.80 ,경형,TRUE,,,
"Mercedes-Maybach S580 4MATIC	",벤츠,승용차,일반형,하이브리드,휘발유,3982,자동9,238,7.30 ,5등급,TRUE,,,
"Mercedes-AMG A35 4MATIC	",벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,168,10.10 ,4등급,TRUE,,,
e-tron 55 quattro,아우디,승용차,다목적형,전기(MCT),전기,,없음,0,3.00 ,5등급,TRUE,,,
Mercedes-Benz S500 4MATIC,벤츠,승용차,일반형,하이브리드,휘발유,2999,자동9,180,9.50 ,4등급,TRUE,,,
Mercedes-Benz A220,벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,141,11.90 ,3등급,TRUE,,,
Mercedes-Benz S580 4MATIC,벤츠,승용차,일반형,하이브리드,휘발유,3982,자동9,232,7.50 ,5등급,TRUE,,,
Mercedes-Benz S450 4MATIC,벤츠,승용차,일반형,하이브리드,휘발유,2999,자동9,177,9.70 ,4등급,TRUE,,,
BMW M4 Competition Convertible M xDrive,BMW,승용차,일반형,내연기관,휘발유,2993,자동8,208,8.30 ,5등급,TRUE,,,
BMW M4 Competition M xDrive,BMW,승용차,일반형,내연기관,휘발유,2993,자동8,206,8.30 ,5등급,TRUE,,,
BMW M3 Competition M xDrive,BMW,승용차,일반형,내연기관,휘발유,2993,자동8,206,8.30 ,5등급,TRUE,,,
BMW M440i xDrive Convertible,BMW,승용차,일반형,내연기관,휘발유,2998,자동8,177,9.60 ,4등급,TRUE,,,
GV60 성능형 4WD 21인치,현대,승용차,다목적형,전기(MCT),전기,,없음,0,4.10 ,4등급,TRUE,,,
A5 Sportback 40 TFSI quattro,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,142,12.00 ,3등급,TRUE,,,
캐스퍼 1.0T-GDI 4AT 15인치,현대,승용차,일반형,내연기관,휘발유,998,자동4,130,12.80 ,경형,TRUE,,,
캐스퍼 1.0T-GDI 4AT 17인치,현대,승용차,일반형,내연기관,휘발유,998,자동4,136,12.30 ,경형,TRUE,,,
GV60 RWD 19인치,현대,승용차,다목적형,전기(MCT),전기,,없음,0,5.10 ,2등급,TRUE,,,
카니발(22MY) 2.2디젤 11인 18인치타이어(빌트인캠),기아,승합차,일반형,내연기관,경유,2151,자동8,154,12.40 ,3등급,TRUE,,,
카니발(22MY) 2.2디젤 11인 18인치타이어,기아,승합차,일반형,내연기관,경유,2151,자동8,151,12.70 ,3등급,TRUE,,,
카니발(22MY) 2.2디젤 9인 18인치/19인치,기아,승용차,기타형,내연기관,경유,2151,자동8,146,13.10 ,3등급,TRUE,,,
카니발(22MY) 2.2디젤 7인 19인치타이어(빌트인캠),기아,승용차,기타형,내연기관,경유,2151,자동8,153,12.50 ,3등급,TRUE,,,
카니발(22MY) 2.2디젤 7인 19인치타이어,기아,승용차,기타형,내연기관,경유,2151,자동8,153,12.60 ,3등급,TRUE,,,
카니발(22MY) 3.5GDI 하이리무진 7인승 19인치,기아,승용차,기타형,내연기관,휘발유,3470,자동8,205,8.40 ,5등급,TRUE,,,
카니발(22MY) 3.5GDI 11인 18인치타이어(빌트인캠),기아,승합차,일반형,내연기관,휘발유,3470,자동8,188,9.10 ,5등급,TRUE,,,
카니발(22MY) 3.5GDI 11인 18인치타이어,기아,승합차,일반형,내연기관,휘발유,3470,자동8,188,9.10 ,5등급,TRUE,,,
카니발(22MY) 3.5GDI 9인 18인치/19인치,기아,승용차,기타형,내연기관,휘발유,3470,자동8,187,9.10 ,5등급,TRUE,,,
카니발(22MY) 3.5GDI 7인 19인치타이어(빌트인캠),기아,승용차,기타형,내연기관,휘발유,3470,자동8,193,8.90 ,5등급,TRUE,,,
BMW 420d Gran Coupe,BMW,승용차,일반형,내연기관,경유,1995,자동8,126,15.00 ,2등급,TRUE,,,
카니발(22MY) 3.5GDI 7인 19인치타이어,기아,승용차,기타형,내연기관,휘발유,3470,자동8,192,8.90 ,5등급,TRUE,,,
카니발(22MY) 2.2디젤 9인 18인치/19인치(빌트인캠),기아,승용차,기타형,내연기관,경유,2151,자동8,147,13.00 ,3등급,TRUE,,,
"카니발(22MY) 2.2디젤 하이리무진 7인승(19""타이어)",기아,승용차,기타형,내연기관,경유,2151,자동8,176,11.00 ,4등급,TRUE,,,
